geo_key_id,geo_type,geo_value
449,county,17115
450,county,17117
451,county,17119
452,county,17121
453,county,17123
454,county,17125
455,county,17127
2293,county,17129
456,county,17131
457,county,17133
458,county,17135
459,county,17137
4547,county,17139
460,county,17141
461,county,17143
462,county,17145
463,county,17147
2099,county,17149
4548,county,17151
2386,county,17153
2499,county,17155
464,county,17157
2102,county,17159
465,county,17161
466,county,17163
467,county,17165
468,county,17167
2247,county,17169
4549,county,17171
2154,county,17173
4550,county,17175
469,county,17177
470,county,17179
471,county,17181
472,county,17183
2136,county,17185
473,county,17187
2387,county,17189
2294,county,17191
2248,county,17193
474,county,17195
475,county,17197
476,county,17199
477,county,17201
2415,county,17203
478,county,18000
479,county,18001
480,county,18003
481,county,18005
482,county,18007
483,county,18009
484,county,18011
485,county,18013
486,county,18015
487,county,18017
488,county,18019
489,county,18021
2204,county,18023
490,county,18025
491,county,18027
492,county,18029
493,county,18031
494,county,18033
495,county,18035
496,county,18037
497,county,18039
498,county,18041
499,county,18043
500,county,18045
501,county,18047
502,county,18049
503,county,18051
504,county,18053
505,county,18055
506,county,18057
507,county,18059
508,county,18061
509,county,18063
510,county,18065
511,county,18067
512,county,18069
513,county,18071
514,county,18073
515,county,18075
516,county,18077
517,county,18079
518,county,18081
519,county,18083
520,county,18085
521,county,18087
522,county,18089
523,county,18091
524,county,18093
525,county,18095
526,county,18097
527,county,18099
4551,county,18101
528,county,18103
529,county,18105
2071,county,18107
530,county,18109
2155,county,18111
531,county,18113
2344,county,18115
2205,county,18117
4167,county,18119
532,county,18121
533,county,18123
534,county,18125
535,county,18127
536,county,18129
2077,county,18131
2388,county,18133
537,county,18135
2295,county,18137
2467,county,18139
538,county,18141
4158,county,18143
539,county,18145
540,county,18147
2249,county,18149
541,county,18151
2048,county,18153
4552,county,18155
542,county,18157
2345,county,18159
4553,county,18161
543,county,18163
544,county,18165
545,county,18167
4135,county,18169
2346,county,18171
546,county,18173
547,county,18175
548,county,18177
2468,county,18179
4554,county,18181
4159,county,18183
549,county,19000
550,county,19001
4555,county,19003
2078,county,19005
551,county,19007
552,county,19009
553,county,19011
554,county,19013
555,county,19015
556,county,19017
557,county,19019
4556,county,19021
558,county,19023
4557,county,19025
559,county,19027
4558,county,19029
560,county,19031
561,county,19033
2206,county,19035
562,county,19037
563,county,19039
2416,county,19041
564,county,19043
565,county,19045
2156,county,19047
566,county,19049
567,county,19051
2347,county,19053
568,county,19055
569,county,19057
570,county,19059
571,county,19061
4559,county,19063
2417,county,19065
2250,county,19067
2157,county,19069
2481,county,19071
2389,county,19073
572,county,19075
4560,county,19077
2103,county,19079
573,county,19081
4561,county,19083
574,county,19085
2027,county,19087
2137,county,19089
2296,county,19091
4562,county,19093
575,county,19095
4563,county,19097
576,county,19099
577,county,19101
578,county,19103
2228,county,19105
2390,county,19107
2418,county,19109
579,county,19111
580,county,19113
581,county,19115
2419,county,19117
582,county,19119
583,county,19121
584,county,19123
585,county,19125
586,county,19127
587,county,19129
4564,county,19131
2120,county,19133
2348,county,19135
2251,county,19137
588,county,19139
4565,county,19141
4566,county,19143
4567,county,19145
4568,county,19147
589,county,19149
4569,county,19151
590,county,19153
591,county,19155
2469,county,19157
4570,county,19159
4571,county,19161
592,county,19163
2297,county,19165
2349,county,19167
593,county,19169
4572,county,19171
4573,county,19173
4574,county,19175
4575,county,19177
4121,county,19179
594,county,19181
2491,county,19183
4576,county,19185
595,county,19187
4577,county,19189
4578,county,19191
596,county,19193
4579,county,19195
4580,county,19197
597,county,20000
598,county,20001
2110,county,20003
599,county,20005
4581,county,20007
600,county,20009
601,county,20011
602,county,20013
603,county,20015
604,county,20017
2076,county,20019
605,county,20021
4582,county,20023
2298,county,20025
606,county,20027
607,county,20029
2121,county,20031
4583,county,20033
608,county,20035
2028,county,20037
2391,county,20039
609,county,20041
2111,county,20043
610,county,20045
611,county,20047
4584,county,20049
612,county,20051
2350,county,20053
613,county,20055
614,county,20057
615,county,20059
616,county,20061
4585,county,20063
4586,county,20065
617,county,20067
4587,county,20069
4588,county,20071
4589,county,20073
4590,county,20075
2470,county,20077
618,county,20079
4591,county,20081
4592,county,20083
619,county,20085
620,county,20087
4593,county,20089
621,county,20091
4594,county,20093
622,county,20095
4595,county,20097
623,county,20099
4596,county,20101
624,county,20103
4597,county,20105
625,county,20107
2351,county,20109
2207,county,20111
626,county,20113
627,county,20115
628,county,20117
4598,county,20119
629,county,20121
4599,county,20123
630,county,20125
4600,county,20127
2179,county,20129
2420,county,20131
4601,county,20133
4602,county,20135
4603,county,20137
631,county,20139
4604,county,20141
632,county,20143
633,county,20145
2421,county,20147
2029,county,20149
2252,county,20151
2138,county,20153
634,county,20155
4605,county,20157
635,county,20159
636,county,20161
4606,county,20163
4607,county,20165
4608,county,20167
4122,county,20169
4609,county,20171
637,county,20173
638,county,20175
639,county,20177
4610,county,20179
4611,county,20181
4612,county,20183
4613,county,20185
4614,county,20187
4615,county,20189
640,county,20191
4616,county,20193
4617,county,20195
2438,county,20197
4618,county,20199
4619,county,20201
4620,county,20203
641,county,20205
4621,county,20207
642,county,20209
643,county,21000
644,county,21001
645,county,21003
646,county,21005
2030,county,21007
647,county,21009
648,county,21011
649,county,21013
650,county,21015
651,county,21017
652,county,21019
653,county,21021
654,county,21023
655,county,21025
656,county,21027
657,county,21029
658,county,21031
659,county,21033
660,county,21035
661,county,21037
2392,county,21039
662,county,21041
663,county,21043
664,county,21045
665,county,21047
666,county,21049
667,county,21051
668,county,21053
2439,county,21055
2471,county,21057
669,county,21059
2299,county,21061
2352,county,21063
670,county,21065
671,county,21067
672,county,21069
673,county,21071
2353,county,21073
2393,county,21075
4622,county,21077
674,county,21079
675,county,21081
676,county,21083
2180,county,21085
2354,county,21087
677,county,21089
4623,county,21091
678,county,21093
679,county,21095
4624,county,21097
2300,county,21099
2253,county,21101
680,county,21103
4625,county,21105
681,county,21107
682,county,21109
683,county,21111
684,county,21113
685,county,21115
686,county,21117
687,county,21119
688,county,21121
4626,county,21123
2181,county,21125
4627,county,21127
4628,county,21129
2254,county,21131
689,county,21133
4629,county,21135
2301,county,21137
2394,county,21139
690,county,21141
2255,county,21143
691,county,21145
692,county,21147
2256,county,21149
693,county,21151
4630,county,21153
694,county,21155
2440,county,21157
2395,county,21159
4631,county,21161
695,county,21163
4632,county,21165
4633,county,21167
4634,county,21169
4635,county,21171
4123,county,21173
4636,county,21175
696,county,21177
697,county,21179
4637,county,21181
2257,county,21183
698,county,21185
2302,county,21187
4638,county,21189
4639,county,21191
2303,county,21193
699,county,21195
4640,county,21197
700,county,21199
4641,county,21201
4642,county,21203
4136,county,21205
2441,county,21207
4110,county,21209
2208,county,21211
701,county,21213
4643,county,21215
4168,county,21217
4644,county,21219
4645,county,21221
4646,county,21223
2442,county,21225
702,county,21227
4647,county,21229
4648,county,21231
2443,county,21233
2355,county,21235
4649,county,21237
4137,county,21239
703,county,22000
704,county,22001
705,county,22003
706,county,22005
707,county,22007
708,county,22009
709,county,22011
710,county,22013
711,county,22015
712,county,22017
713,county,22019
714,county,22021
715,county,22023
716,county,22025
717,county,22027
718,county,22029
719,county,22031
720,county,22033
721,county,22035
722,county,22037
723,county,22039
724,county,22041
725,county,22043
726,county,22045
727,county,22047
728,county,22049
729,county,22051
730,county,22053
731,county,22055
732,county,22057
733,county,22059
734,county,22061
735,county,22063
736,county,22065
737,county,22067
738,county,22069
739,county,22071
740,county,22073
741,county,22075
742,county,22077
743,county,22079
4650,county,22081
2472,county,22083
744,county,22085
745,county,22087
746,county,22089
747,county,22091
748,county,22093
749,county,22095
750,county,22097
2473,county,22099
751,county,22101
752,county,22103
753,county,22105
754,county,22107
755,county,22109
756,county,22111
757,county,22113
758,county,22115
759,county,22117
2084,county,22119
760,county,22121
2396,county,22123
761,county,22125
762,county,22127
763,county,23000
764,county,23001
765,county,23003
766,county,23005
767,county,23007
768,county,23009
769,county,23011
770,county,23013
771,county,23015
772,county,23017
773,county,23019
4651,county,23021
774,county,23023
775,county,23025
776,county,23027
4103,county,23029
777,county,23031
2088,county,24000
778,county,24001
779,county,24003
780,county,24005
781,county,24009
782,county,24011
783,county,24013
784,county,24015
785,county,24017
786,county,24019
787,county,24021
788,county,24023
789,county,24025
790,county,24027
791,county,24029
792,county,24031
793,county,24033
794,county,24035
795,county,24037
796,county,24039
797,county,24041
798,county,24043
799,county,24045
800,county,24047
801,county,24510
3238,county,25000
802,county,25001
803,county,25003
804,county,25005
4652,county,25007
805,county,25009
806,county,25011
807,county,25013
808,county,25015
809,county,25017
4653,county,25019
810,county,25021
811,county,25023
812,county,25025
813,county,25027
814,county,26000
2444,county,26001
4654,county,26003
815,county,26005
2356,county,26007
816,county,26009
2209,county,26011
4655,county,26013
817,county,26015
818,county,26017
819,county,26019
820,county,26021
821,county,26023
822,county,26025
823,county,26027
2492,county,26029
2139,county,26031
2258,county,26033
824,county,26035
825,county,26037
2304,county,26039
2079,county,26041
826,county,26043
827,county,26045
4138,county,26047
828,county,26049
4656,county,26051
4096,county,26053
829,county,26055
830,county,26057
831,county,26059
2474,county,26061
832,county,26063
833,county,26065
834,county,26067
4160,county,26069
4657,county,26071
2031,county,26073
835,county,26075
836,county,26077
2497,county,26079
837,county,26081
4658,county,26083
2082,county,26085
838,county,26087
2432,county,26089
839,county,26091
840,county,26093
4659,county,26095
4660,county,26097
841,county,26099
2063,county,26101
842,county,26103
2259,county,26105
843,county,26107
2049,county,26109
2050,county,26111
4661,county,26113
844,county,26115
4124,county,26117
4662,county,26119
845,county,26121
4139,county,26123
846,county,26125
4179,county,26127
4663,county,26129
4664,county,26131
4665,county,26133
4666,county,26135
2397,county,26137
847,county,26139
4667,county,26141
4100,county,26143
848,county,26145
849,county,26147
850,county,26149
851,county,26151
4668,county,26153
4111,county,26155
2182,county,26157
852,county,26159
853,county,26161
854,county,26163
4140,county,26165
855,county,27000
856,county,27001
857,county,27003
858,county,27005
2051,county,27007
859,county,27009
4669,county,27011
860,county,27013
4161,county,27015
861,county,27017
862,county,27019
863,county,27021
4670,county,27023
864,county,27025
865,county,27027
4671,county,27029
4672,county,27031
4098,county,27033
2183,county,27035
866,county,27037
2260,county,27039
867,county,27041
4673,county,27043
2398,county,27045
2261,county,27047
2493,county,27049
4674,county,27051
868,county,27053
4675,county,27055
4676,county,27057
2399,county,27059
869,county,27061
4677,county,27063
4678,county,27065
870,county,27067
4679,county,27069
2227,county,27071
4680,county,27073
2210,county,27075
4681,county,27077
871,county,27079
4682,county,27081
872,county,27083
873,county,27085
4683,county,27087
874,county,27089
4162,county,27091
2445,county,27093
4163,county,27095
875,county,27097
4125,county,27099
4684,county,27101
4141,county,27103
4685,county,27105
4686,county,27107
876,county,27109
877,county,27111
4687,county,27113
2446,county,27115
4688,county,27117
2305,county,27119
4689,county,27121
878,county,27123
4690,county,27125
4691,county,27127
4692,county,27129
879,county,27131
4693,county,27133
4694,county,27135
880,county,27137
881,county,27139
882,county,27141
4695,county,27143
883,county,27145
2306,county,27147
4696,county,27149
4697,county,27151
4698,county,27153
4699,county,27155
4700,county,27157
4701,county,27159
4702,county,27161
884,county,27163
4703,county,27165
4704,county,27167
2059,county,27169
885,county,27171
4705,county,27173
886,county,28000
887,county,28001
888,county,28003
889,county,28005
890,county,28007
891,county,28009
892,county,28011
893,county,28013
894,county,28015
895,county,28017
896,county,28019
897,county,28021
898,county,28023
899,county,28025
900,county,28027
901,county,28029
902,county,28031
903,county,28033
904,county,28035
905,county,28037
4706,county,28039
906,county,28041
907,county,28043
908,county,28045
909,county,28047
910,county,28049
911,county,28051
912,county,28053
913,county,28055
914,county,28057
915,county,28059
916,county,28061
2184,county,28063
917,county,28065
918,county,28067
919,county,28069
920,county,28071
4112,county,28073
921,county,28075
922,county,28077
923,county,28079
924,county,28081
925,county,28083
926,county,28085
927,county,28087
928,county,28089
929,county,28091
2357,county,28093
930,county,28095
4707,county,28097
2494,county,28099
931,county,28101
2422,county,28103
4126,county,28105
932,county,28107
4127,county,28109
4708,county,28111
933,county,28113
934,county,28115
935,county,28117
2158,county,28119
936,county,28121
937,county,28123
938,county,28125
939,county,28127
940,county,28129
4709,county,28131
941,county,28133
942,county,28135
4710,county,28137
2475,county,28139
943,county,28141
944,county,28143
4142,county,28145
4711,county,28147
945,county,28149
946,county,28151
2447,county,28153
4712,county,28155
2423,county,28157
947,county,28159
4713,county,28161
948,county,28163
949,county,29000
950,county,29001
951,county,29003
2140,county,29005
952,county,29007
953,county,29009
954,county,29011
955,county,29013
956,county,29015
957,county,29017
958,county,29019
959,county,29021
960,county,29023
961,county,29025
962,county,29027
963,county,29029
964,county,29031
965,county,29033
2307,county,29035
966,county,29037
967,county,29039
968,county,29041
969,county,29043
970,county,29045
971,county,29047
2185,county,29049
972,county,29051
973,county,29053
974,county,29055
975,county,29057
976,county,29059
977,county,29061
2448,county,29063
978,county,29065
2211,county,29067
979,county,29069
980,county,29071
981,county,29073
2159,county,29075
982,county,29077
4714,county,29079
983,county,29081
984,county,29083
2212,county,29085
2213,county,29087
985,county,29089
986,county,29091
987,county,29093
988,county,29095
989,county,29097
990,county,29099
991,county,29101
2308,county,29103
2309,county,29105
992,county,29107
993,county,29109
2310,county,29111
994,county,29113
2214,county,29115
4715,county,29117
995,county,29119
996,county,29121
997,county,29123
998,county,29125
999,county,29127
2482,county,29129
1000,county,29131
1001,county,29133
1002,county,29135
1003,county,29137
2122,county,29139
1004,county,29141
1005,county,29143
2186,county,29145
1006,county,29147
1007,county,29149
1008,county,29151
1009,county,29153
1010,county,29155
2106,county,29157
1011,county,29159
2187,county,29161
1012,county,29163
1013,county,29165
1014,county,29167
1015,county,29169
2032,county,29171
4716,county,29173
1016,county,29175
1017,county,29177
1018,county,29179
1019,county,29181
1020,county,29183
2215,county,29185
1021,county,29186
1022,county,29187
1023,county,29189
2098,county,29195
2216,county,29197
4717,county,29199
2033,county,29201
1024,county,29203
2358,county,29205
1025,county,29207
1026,county,29209
2160,county,29211
1027,county,29213
1028,county,29215
1029,county,29217
4143,county,29219
1030,county,29221
2034,county,29223
1031,county,29225
4718,county,29227
2262,county,29229
1032,county,29510
1033,county,30000
4719,county,30001
1034,county,30003
1035,county,30005
2311,county,30007
2312,county,30009
4720,county,30011
1036,county,30013
4721,county,30015
2359,county,30017
4722,county,30019
2107,county,30021
4723,county,30023
4724,county,30025
4725,county,30027
1037,county,30029
1038,county,30031
4726,county,30033
4727,county,30035
4728,county,30037
4729,county,30039
4730,county,30041
1039,county,30043
4731,county,30045
4144,county,30047
2035,county,30049
4732,county,30051
4733,county,30053
4734,county,30055
4735,county,30057
4736,county,30059
4737,county,30061
1040,county,30063
4738,county,30065
2424,county,30067
4739,county,30069
4740,county,30071
4741,county,30073
4742,county,30075
4743,county,30077
4744,county,30079
1041,county,30081
2313,county,30083
4745,county,30085
4746,county,30087
4747,county,30089
4748,county,30091
4128,county,30093
4749,county,30095
4750,county,30097
4751,county,30099
4752,county,30101
4753,county,30103
4754,county,30105
4755,county,30107
4756,county,30109
1042,county,30111
1043,county,31000
1044,county,31001
1045,county,31003
4757,county,31005
2449,county,31007
4758,county,31009
2217,county,31011
1046,county,31013
4759,county,31015
2360,county,31017
1047,county,31019
1048,county,31021
1049,county,31023
1050,county,31025
1051,county,31027
2112,county,31029
2218,county,31031
1052,county,31033
1053,county,31035
2072,county,31037
1054,county,31039
1055,county,31041
1056,county,31043
1057,county,31045
1058,county,31047
4760,county,31049
1059,county,31051
1060,county,31053
1061,county,31055
4761,county,31057
2263,county,31059
2264,county,31061
1062,county,31063
4762,county,31065
1063,county,31067
4763,county,31069
4764,county,31071
4765,county,31073
4766,county,31075
4767,county,31077
1064,county,31079
2265,county,31081
1065,county,31083
4768,county,31085
4769,county,31087
1066,county,31089
4770,county,31091
1067,county,31093
1068,county,31095
2052,county,31097
1069,county,31099
1070,county,31101
4771,county,31103
4772,county,31105
4773,county,31107
1071,county,31109
1072,county,31111
4774,county,31113
4775,county,31115
4776,county,31117
1073,county,31119
1074,county,31121
2036,county,31123
4777,county,31125
2053,county,31127
4778,county,31129
1075,county,31131
4779,county,31133
4780,county,31135
4781,county,31137
2314,county,31139
4145,county,31141
4782,county,31143
2087,county,31145
1076,county,31147
4783,county,31149
2161,county,31151
1077,county,31153
1078,county,31155
1079,county,31157
1080,county,31159
4784,county,31161
4785,county,31163
4786,county,31165
2476,county,31167
4787,county,31169
4788,county,31171
4789,county,31173
4790,county,31175
1081,county,31177
4791,county,31179
2188,county,31181
4792,county,31183
1082,county,31185
2067,county,32000
1083,county,32001
1084,county,32003
1085,county,32005
1086,county,32007
2123,county,32009
4793,county,32011
4794,county,32013
4795,county,32015
4796,county,32017
1087,county,32019
4797,county,32021
1088,county,32023
4798,county,32027
1089,county,32029
1090,county,32031
4799,county,32033
4113,county,32510
2089,county,33000
1091,county,33001
1092,county,33003
1093,county,33005
1094,county,33007
1095,county,33009
1096,county,33011
1097,county,33013
1098,county,33015
1099,county,33017
1100,county,33019
2093,county,34000
1101,county,34001
1102,county,34003
1103,county,34005
1104,county,34007
1105,county,34009
1106,county,34011
1107,county,34013
1108,county,34015
1109,county,34017
1110,county,34019
1111,county,34021
1112,county,34023
1113,county,34025
1114,county,34027
1115,county,34029
1116,county,34031
1117,county,34033
1118,county,34035
1119,county,34037
1120,county,34039
1121,county,34041
1122,county,35000
1123,county,35001
4800,county,35003
1124,county,35005
2037,county,35006
1125,county,35007
1126,county,35009
4801,county,35011
1127,county,35013
1128,county,35015
1129,county,35017
4802,county,35019
4803,county,35021
2083,county,35023
1130,county,35025
2315,county,35027
2483,county,35028
1131,county,35029
2124,county,35031
4804,county,35033
1132,county,35035
2091,county,35037
1133,county,35039
4805,county,35041
1134,county,35043
1135,county,35045
1136,county,35047
1137,county,35049
1138,county,35051
1139,county,35053
1140,county,35055
4806,county,35057
4807,county,35059
1141,county,35061
1142,county,36000
1143,county,36001
1144,county,36003
1145,county,36005
1146,county,36007
